daily_date,daily_close,daily_rate
2001-01-02,15425.0,-1.0761750405186385
2001-01-03,16599.0,-7.072715223808664
2001-01-04,16675.0,-0.45577211394302847
2001-01-05,16410.0,1.6148689823278488
2001-01-08,16562.0,-0.9177635551261925
2001-01-09,16976.0,-2.438737040527804
2001-01-10,16919.0,0.33689934393285653
2001-01-11,17024.0,-0.6167763157894737
2001-01-12,16850.0,1.032640949554896
2001-01-15,16963.0,-0.6661557507516359
2001-01-16,16721.0,1.4472818611327074
2001-01-17,17191.0,-2.733988715025304
2001-01-18,17521.0,-1.8834541407453913
2001-01-19,17530.0,-0.05134055904164289
2001-01-22,17392.0,0.7934682612695492
2001-01-23,17832.0,-2.46747420367878
2001-01-24,17772.0,0.337609723160027
2001-01-26,17889.0,-0.6540332047627033
2001-01-29,17883.0,0.033551417547391375
2001-01-30,17723.0,0.9027816961011116
2001-01-31,17673.0,0.2829174446896396
2001-02-01,17039.0,3.7208756382416808
2001-02-02,16915.0,0.7330771504581732
2001-02-05,16731.0,1.099754945908792
2001-02-06,17007.0,-1.6228611748103723
2001-02-07,16812.0,1.1598857958600999
2001-02-08,17243.0,-2.4995650408861567
2001-02-09,17138.0,0.612673590850741
2001-02-12,16917.0,1.306378199444346
2001-02-13,17096.0,-1.0470285446888161
2001-02-14,17120.0,-0.14018691588785046
2001-02-15,16937.0,1.0804747003601582
2001-02-16,16259.0,4.169998154868073
2001-02-19,16061.0,1.232799950189901
2001-02-20,15911.0,0.9427440135755139
2001-02-21,15594.0,2.0328331409516482
2001-02-22,15910.0,-1.9861722187303583
2001-02-23,16158.0,-1.534843421215497
2001-02-28,15891.0,1.6801963375495566
2001-03-01,16417.0,-3.203995857952123
2001-03-02,16581.0,-0.989083891200772
2001-03-05,16537.0,0.26607002479288866
2001-03-06,16324.0,1.3048272482234746
2001-03-07,16395.0,-0.43305885940835614
2001-03-08,16227.0,1.035311517840636
2001-03-09,16123.0,0.6450412454257892
2001-03-12,15527.0,3.8384749146647774
2001-03-13,15584.0,-0.36575975359342916
2001-03-14,15245.0,2.2236798950475567
2001-03-15,15061.0,1.2216984263993096
2001-03-16,15237.0,-1.155083021592177
2001-03-19,14836.0,2.70288487462928
2001-03-20,14903.0,-0.44957391129302826
2001-03-21,14853.0,0.33663233016898947
2001-03-22,14067.0,5.587545318831308
2001-03-23,14435.0,-2.5493591963976447
2001-03-26,14712.0,-1.8828167482327351
2001-03-27,14835.0,-0.8291203235591507
2001-03-28,14632.0,1.3873701476216511
2001-03-29,14282.0,2.4506371656630725
2001-03-30,14438.0,-1.0804820612273167
2001-04-02,13981.0,3.268721836778485
2001-04-03,13737.0,1.7762247943510228
2001-04-04,13855.0,-0.8516780945507038
2001-04-05,14443.0,-4.071176348404071
2001-04-06,14485.0,-0.28995512599240597
2001-04-09,14719.0,-1.5897819145322374
2001-04-10,15048.0,-2.1863370547581074
2001-04-11,14819.0,1.5453134489506715
2001-04-12,14969.0,-1.002070946623021
2001-04-16,14445.0,3.627552786431291
2001-04-17,14337.0,0.7532956685499058
2001-04-18,14955.0,-4.132397191574724
2001-04-19,14431.0,3.631071997782551
2001-04-20,13696.0,5.366530373831776
2001-04-23,13893.0,-1.41798027783776
2001-04-24,14068.0,-1.2439579186806937
2001-04-25,14163.0,-0.6707618442420391
2001-04-26,14757.0,-4.025208375686115
2001-04-27,14928.0,-1.1454983922829582
2001-04-30,14918.0,0.0670331143584931
2001-05-02,14897.0,0.14096798013022757
2001-05-03,15142.0,-1.6180161141196672
2001-05-04,15093.0,0.32465381302590607
2001-05-07,14875.0,1.4655462184873949
2001-05-08,14747.0,0.8679731470807621
2001-05-09,14779.0,-0.2165234454293254
2001-05-10,14993.0,-1.4273327552858
2001-05-11,14493.0,3.449941350997033
2001-05-14,14237.0,1.7981316288543936
2001-05-15,14226.0,0.07732321102207226
2001-05-16,14714.0,-3.316569253771918
2001-05-17,14794.0,-0.5407597674733
2001-05-18,14884.0,-0.6046761623219565
2001-05-21,15128.0,-1.6129032258064515
2001-05-22,14829.0,2.0163193741992043
2001-05-23,14692.0,0.9324802613667301
2001-05-24,14523.0,1.1636714177511533
2001-05-25,14310.0,1.4884696016771488
2001-05-28,14302.0,0.055936232694728014
2001-05-29,14454.0,-1.0516120105161202
2001-05-30,14489.0,-0.24156256470425844
2001-05-31,14650.0,-1.098976109215017
2001-06-01,14792.0,-0.9599783666846945
