date,monthly_avg_close,monthly_rate
2001-01-01,17120.47619047619,0.0
2001-02-01,16596.61111111111,3.1564581218292442
2001-03-01,15329.59090909091,8.265192525580172
2001-04-01,14432.35,6.216873267977214
2001-05-01,14693.227272727272,-1.7754933472750207
2001-06-01,14866.3,-1.1641950402771855
2001-07-01,13945.714285714286,6.60120876869493
2001-08-01,13413.130434782608,3.9706156107346464
2001-09-01,11022.666666666666,21.686800847791904
2001-10-01,10963.954545454546,0.5355013190606583
2001-11-01,12798.8,-14.33607412058516
2001-12-01,13319.166666666666,-3.9069010824000507
2002-01-01,13401.42857142857,-0.6138293714245093
2002-02-01,13230.888888888889,1.2889510596895628
2002-03-01,13898.25,-4.801763611325968
2002-04-01,13343.681818181818,4.156035713190786
2002-05-01,12515.380952380952,6.6182633109804625
2002-06-01,11685.75,7.099509679575143
2002-07-01,10306.09090909091,13.386832146921051
2002-08-01,9791.5,5.25548597345565
2002-09-01,9643.904761904761,1.5304510127294857
2002-10-01,9180.08695652174,5.0524336815079405
2002-11-01,10030.3,-8.476446800975639
2002-12-01,10840.578947368422,-7.47449883721496
2003-01-01,11486.227272727272,-5.621065211654554
2003-02-01,10350.05,10.97750515917578
2003-03-01,10917.526315789473,-5.197847015662893
2003-04-01,12086.35,-9.670609275840324
2003-05-01,13091.47619047619,-7.677714688947006
2003-06-01,13491.0,-2.961409899368536
2003-07-01,13549.90909090909,-0.4347563552925487
2003-08-01,14008.42857142857,-3.273168565492575
2003-09-01,16094.454545454546,-12.96114738237661
2003-10-01,17781.695652173912,-9.48864011466247
2003-11-01,19012.15,-6.47193688155253
2003-12-01,21157.75,-10.140964894660343
2004-01-01,23412.904761904763,-9.632101547579586
2004-02-01,21969.666666666668,6.5692307358847595
2004-03-01,21918.347826086956,0.23413644580743792
2004-04-01,21811.3,0.4907906731233662
2004-05-01,18878.47619047619,15.53527827104689
2004-06-01,20222.0,-6.643872067667932
2004-07-01,21743.285714285714,-6.996576940007751
2004-08-01,22267.590909090908,-2.3545663154389227
2004-09-01,22699.285714285714,-1.901799072572227
2004-10-01,23366.75,-2.856470350880145
2004-11-01,24045.7,-2.8235817630595106
2004-12-01,25535.47619047619,-5.83414297569208
2005-01-01,24432.9,4.512670172088411
2005-02-01,26551.38888888889,-7.97882512946592
2005-03-01,27671.772727272728,-4.048832900682255
2005-04-01,25512.7,8.462737096711548
2005-05-01,24810.285714285714,2.8311414620664292
2005-06-01,25431.272727272728,-2.441824361865547
2005-07-01,25254.666666666668,0.699300699300697
2005-08-01,27007.82608695652,-6.491301501443479
2005-09-01,29859.761904761905,-9.551100329941246
2005-10-01,29844.0,0.05281431698801966
2005-11-01,31146.85,-4.182927005459617
2005-12-01,33130.142857142855,-5.986369771162211
2006-01-01,36189.47619047619,-8.453654640457177
2006-02-01,37550.77777777778,-3.6252287378910073
2006-03-01,37767.17391304348,-0.5729741276483573
